LoanID,IssuDate,FinalDate,LoanAmount,InterestRate,DTI,TotalRecPrncp,Recoveries,Installment,TermInMonths,LoanDetailsID,DisbursementID,BorrowerID,BranchID
4669,1/11/2011,1/12/2016,14500,14.65,19.3,501.8,0,342.3,60,4669,1,998505,B2
4670,1/10/2011,1/12/2017,5850,17.58,13.12,512.53,306.59,147.22,60,4670,1,998515,B22
4671,1/10/2011,1/12/2017,4000,20.89,14.97,2027.55,282.25,150.48,36,4671,1,981610,B10
4672,1/10/2011,1/12/2017,2400,6.03,14.59,2400,0,73.05,36,4672,2,974413,B11
4673,1/10/2011,1/12/2017,19700,7.9,13.57,19700,0,616.42,36,4673,1,998750,B22
4674,1/10/2011,1/12/2017,5800,6.62,20.81,439.86,1292.02,178.09,36,4674,2,998499,B27
4675,1/10/2011,1/12/2017,11100,17.58,23.68,11100,0,279.34,60,4675,1,945434,B29
4676,1/11/2011,1/12/2016,15000,8.9,2.05,15000,0,476.3,36,4676,1,993433,B28
4677,1/10/2011,1/12/2017,12000,18.25,12.51,12000,0,306.36,60,4677,1,967889,B2
4678,1/10/2011,1/12/2017,3000,8.9,14.26,1477.88,0,95.26,36,4678,1,998559,B14
4679,1/10/2011,1/12/2017,6000,6.03,10.65,6000,0,182.62,36,4679,1,997964,B1
4680,1/10/2011,1/12/2017,2500,9.91,10.72,2500,0,80.57,36,4680,2,998555,B26
4681,1/10/2011,1/12/2017,6000,8.9,20.27,6000,0,190.52,36,4681,1,997996,B22
4682,1/11/2011,1/12/2016,12000,6.03,15.37,12000,0,365.23,36,4682,2,997741,B2
4683,1/10/2011,1/12/2017,12800,18.64,12,9756.56,0,329.51,60,4683,1,998689,B2
4684,1/10/2011,1/12/2017,9400,8.9,8.91,3611.74,0,298.49,36,4684,1,998530,B40
4685,1/11/2011,1/12/2016,27000,19.42,14.51,19936.31,0,706.65,60,4685,1,998523,B41
4686,1/11/2011,1/12/2016,27500,19.42,8.01,20891.44,0,719.74,60,4686,2,998694,B2
4687,1/10/2011,1/12/2017,20000,11.71,20.89,20000,0,661.52,36,4687,1,998704,B50
4688,1/10/2011,1/12/2017,15000,7.9,9.08,6641.95,480.45,469.36,36,4688,1,996693,B37
4689,1/10/2011,1/12/2017,7000,12.69,16.51,7000,0,234.82,36,4689,2,998112,B1
4690,1/11/2011,1/12/2016,12000,15.27,16.33,9296.49,0,287.19,60,4690,1,998488,B46
4691,1/10/2011,1/12/2017,3000,8.9,13.6,3000,0,95.26,36,4691,1,998474,B28
4692,1/10/2011,1/12/2017,10000,10.65,14.69,10000,0,325.74,36,4692,1,998469,B28
4693,1/11/2011,1/12/2016,35000,12.69,13.32,35000,0,790.82,60,4693,1,998470,B26
4694,1/10/2011,1/12/2017,6000,6.03,10.42,6000,0,182.62,36,4694,2,996672,B5
4695,1/10/2011,1/12/2017,10000,6.62,9,10000,0,307.04,36,4695,1,631407,B1
4696,1/11/2011,1/12/2016,16000,20.89,8.04,16000,0,431.87,60,4696,1,998616,B5
4697,1/10/2011,1/12/2017,4000,13.49,21.21,4000,0,135.73,36,4697,1,998596,B20
4698,1/10/2011,1/12/2017,13000,12.69,10.64,13000,0,436.09,36,4698,1,998590,B40
4699,1/10/2011,1/12/2017,20000,7.51,13.5,20000,0,622.22,36,4699,1,998587,B19
4700,1/10/2011,1/12/2017,27000,7.9,7.78,27000,0,844.84,36,4700,2,998396,B2
4701,1/10/2011,1/12/2017,9000,8.9,14.11,9000,0,285.78,36,4701,1,998386,B4
4702,1/10/2011,1/12/2017,6000,11.71,7.56,6000,0,198.46,36,4702,2,998359,B14
4703,1/10/2011,1/12/2017,3100,7.9,10.14,3100,0,97,36,4703,1,998370,B21
4704,1/10/2011,1/12/2017,5000,7.51,13.45,5000,0,155.56,36,4704,1,998097,B43
4705,1/10/2011,1/12/2017,16000,19.91,18.38,3479.07,3016.61,423.11,60,4705,1,984625,B10
4706,1/10/2011,1/12/2017,16800,12.42,17.34,16800,0,561.38,36,4706,2,998339,B44
4707,1/10/2011,1/12/2017,5000,9.91,1.5,5000,0,161.13,36,4707,1,994969,B1
4708,1/10/2011,1/12/2017,12350,6.62,3.23,12350,0,379.2,36,4708,1,996890,B12
4709,1/11/2011,1/12/2016,13000,8.9,16.9,10380.08,0,269.23,60,4709,2,998313,B36
4710,1/10/2011,1/12/2017,6000,17.27,20.45,6000,0,149.99,60,4710,1,998087,B3
4711,1/10/2011,1/12/2017,3900,11.71,8,3900,0,129,36,4711,1,998111,B14
4712,1/10/2011,1/12/2017,6400,7.51,12.03,6400,0,199.11,36,4712,1,998273,B3
4713,1/10/2011,1/12/2017,12000,6.03,16.06,12000,0,365.23,36,4713,1,758482,B2
4714,1/10/2011,1/12/2017,8900,11.71,1.18,8900,0,294.38,36,4714,1,998203,B28
4715,1/10/2011,1/12/2017,18000,8.9,9.79,18000,0,571.56,36,4715,1,998201,B1
4716,1/10/2011,1/12/2017,16800,16.77,7.34,4266.82,729.53,597.05,36,4716,1,998194,B22
4717,1/10/2011,1/12/2017,15000,7.9,23.71,15000,0,469.36,36,4717,1,996434,B14
4718,1/11/2011,1/12/2016,35000,19.91,13.65,3715.34,19508.26,925.54,60,4718,1,956877,B20
4719,1/11/2011,1/12/2016,20000,15.96,20.29,14622.92,0,485.94,60,4719,1,998014,B14
4720,1/10/2011,1/12/2017,12000,8.9,4.53,1299.14,629.33,248.52,60,4720,2,997879,B14
4721,1/10/2011,1/12/2017,8575,10.65,20.78,6778.32,0,184.95,60,4721,1,995914,B28
4722,1/10/2011,1/12/2017,6000,7.9,20.22,598.34,0,187.75,36,4722,1,993894,B27
4723,1/10/2011,1/12/2017,7600,6.62,18.94,7600,0,233.35,36,4723,1,997954,B11
4724,1/11/2011,1/12/2016,35000,18.64,22.72,35000,0,901.01,60,4724,1,913851,B27
4725,1/10/2011,1/12/2017,10000,11.71,7.77,10000,0,330.76,36,4725,2,997753,B2
4726,1/11/2011,1/12/2016,30000,10.65,15.17,30000,0,647.05,60,4726,1,997748,B39
4727,1/10/2011,1/12/2017,3000,11.71,23.11,3000,0,99.23,36,4727,1,997750,B9
4728,1/11/2011,1/12/2016,35000,12.69,7.55,27501.98,0,790.82,60,4728,1,995648,B41
4729,1/10/2011,1/12/2017,8000,12.42,19.54,5947.25,298.16,267.33,36,4729,1,996517,B2
4730,1/11/2011,1/12/2016,35000,20.3,13.54,8026.73,3816.53,933.14,60,4730,2,997328,B11
4731,1/11/2011,1/12/2016,6100,14.27,23.95,989.91,293.41,209.29,36,4731,1,997734,B7
4732,1/10/2011,1/12/2017,2000,12.69,18.48,2000,0,67.09,36,4732,1,997736,B17
4733,1/10/2011,1/12/2017,7500,15.27,11.18,7500,0,260.99,36,4733,1,997889,B14
4734,1/10/2011,1/12/2017,8800,12.42,0.43,8800,0,294.06,36,4734,1,997878,B14
4735,1/10/2011,1/12/2017,14725,10.65,19.03,14725,0,479.65,36,4735,1,997623,B17
4736,1/10/2011,1/12/2017,3000,19.42,3.04,3000,0,78.52,60,4736,1,997845,B6
4737,1/10/2011,1/12/2017,1000,8.9,0.75,1000,0,31.76,36,4737,1,997843,B22
4738,1/10/2011,1/12/2017,1200,16.29,7.16,1200,0,42.37,36,4738,1,997677,B12
4739,1/11/2011,1/12/2016,25000,12.69,4.15,25000,0,564.87,60,4739,1,997678,B14
4740,1/10/2011,1/12/2017,8000,7.51,20.36,8000,0,248.89,36,4740,1,997674,B12
4741,1/11/2011,1/12/2016,21600,17.27,19.82,21600,0,539.96,60,4741,1,997612,B14
4742,1/11/2011,1/12/2016,17500,20.89,18.65,1810.82,9.34,472.36,60,4742,1,996748,B14
4743,1/11/2011,1/12/2016,35000,20.89,24.54,35000,0,944.71,60,4743,1,936696,B12
4744,1/10/2011,1/12/2017,2000,6.62,27.21,2000,0,61.41,36,4744,1,997825,B12
4745,1/11/2011,1/12/2016,30000,22.35,18.46,30000,0,834.55,60,4745,1,997658,B17
4746,1/11/2011,1/12/2016,21250,12.69,14.74,21250,0,480.14,60,4746,1,987816,B17
4747,1/10/2011,1/12/2017,3000,8.9,4.08,3000,0,95.26,36,4747,1,997606,B14
4748,1/11/2011,1/12/2016,28100,19.03,21.23,28100,0,729.4,60,4748,2,997813,B14
4749,1/10/2011,1/12/2017,14000,14.65,3.88,2232.89,404.71,330.5,60,4749,1,997329,B1
4750,1/11/2011,1/12/2016,35000,12.69,20.2,34999.99,0,790.82,60,4750,1,997632,B6
4751,1/11/2011,1/12/2016,18225,13.49,10.21,18225,0,419.27,60,4751,1,997625,B2
4752,1/11/2011,1/12/2016,20000,12.42,14.83,20000,0,449.15,60,4752,1,993927,B26
4753,1/10/2011,1/12/2017,16000,11.71,10.74,16000,0,529.22,36,4753,1,997797,B1
4754,1/11/2011,1/12/2016,21000,15.27,13.07,21000,0,502.57,60,4754,2,993824,B17
4755,1/10/2011,1/12/2017,6250,15.27,7.89,6250,0,217.49,36,4755,2,997611,B26
4756,1/11/2011,1/12/2016,28200,14.27,25.09,28200,0,660.12,60,4756,1,996337,B35
4757,1/11/2011,1/12/2016,16000,12.42,4.74,16000,0,359.32,60,4757,1,916467,B14
4758,1/10/2011,1/12/2017,10000,14.65,12.54,10000,0,236.07,60,4758,2,997574,B9
4759,1/10/2011,1/12/2017,12000,18.25,12.14,12000,0,306.36,60,4759,1,997586,B2
4760,1/10/2011,1/12/2017,13600,6.62,11.71,13600,0,417.57,36,4760,2,884030,B11
4761,1/10/2011,1/12/2017,6000,15.27,15.99,6000,0,208.79,36,4761,1,906804,B3
4762,1/10/2011,1/12/2017,15000,10.65,14.36,15000,0,488.6,36,4762,1,997567,B24
4763,1/10/2011,1/12/2017,5000,7.51,10.19,5000,0,155.56,36,4763,1,997561,B2
4764,1/10/2011,1/12/2017,12000,10.65,6.78,12000,0,390.88,36,4764,1,970334,B2
4765,1/10/2011,1/12/2017,28000,7.51,24.73,28000,0,871.11,36,4765,1,997570,B34
4766,1/10/2011,1/12/2017,15000,13.49,13.9,15000,0,508.96,36,4766,1,997553,B2
4767,1/10/2011,1/12/2017,12000,7.9,4.41,12000,0,375.49,36,4767,1,994409,B2
4768,1/11/2011,1/12/2016,26400,11.71,9.66,26400,0,583.4,60,4768,1,997543,B14
4769,1/10/2011,1/12/2017,12000,14.65,13.68,12000,0,283.28,60,4769,1,997346,B14
4770,1/10/2011,1/12/2017,9600,10.65,11.26,9600,0,207.06,60,4770,1,997343,B28
4771,1/10/2011,1/12/2017,5000,14.27,11.93,5000,0,171.55,36,4771,1,997340,B2
4772,1/10/2011,1/12/2017,9200,6.03,21.86,9200,0,280.01,36,4772,2,997530,B36
4773,1/10/2011,1/12/2017,4400,8.9,15.62,4400,0,139.72,36,4773,1,994159,B14
4774,1/10/2011,1/12/2017,12000,7.51,1.81,12000,0,373.33,36,4774,2,993535,B3
4775,1/10/2011,1/12/2017,9800,18.64,14.23,9800,0,252.29,60,4775,1,997303,B2
4776,1/10/2011,1/12/2017,6000,6.62,18.08,6000,0,184.23,36,4776,2,997299,B10
4777,1/10/2011,1/12/2017,5500,11.71,8.93,5500,0,181.92,36,4777,1,997281,B14
4778,1/10/2011,1/12/2017,5000,6.03,1.2,5000,0,152.18,36,4778,1,997488,B12
4779,1/10/2011,1/12/2017,5600,15.27,24.8,1874.82,213.7,194.87,36,4779,1,997490,B40
4780,1/10/2011,1/12/2017,11200,14.27,21.08,11200,0,384.26,36,4780,1,997273,B2
4781,1/11/2011,1/12/2016,30000,19.42,6.58,30000,0,785.17,60,4781,1,987384,B12
4782,1/10/2011,1/12/2017,15000,7.9,8.25,15000,0,469.36,36,4782,2,873910,B12
4783,1/10/2011,1/12/2017,10000,14.27,21.54,10000,0,343.09,36,4783,1,923728,B37
4784,1/10/2011,1/12/2017,8400,18.25,19.34,3804.86,697.96,214.45,60,4784,2,997241,B37
4785,1/10/2011,1/12/2017,3000,9.91,3.82,3000,0,96.68,36,4785,1,997442,B24
4786,1/10/2011,1/12/2017,5875,6.62,19.42,2623.97,811.37,180.39,36,4786,1,960175,B1
4787,1/11/2011,1/12/2016,20000,11.71,19.42,20000,0,441.97,60,4787,1,979576,B10
4788,1/10/2011,1/12/2017,14000,18.64,13.8,888.72,752.15,360.41,60,4788,1,997204,B2
4789,1/11/2011,1/12/2016,7200,7.9,20.46,7200,0,225.29,36,4789,1,997381,B37
4790,1/10/2011,1/12/2017,15000,11.71,13.26,15000,0,496.14,36,4790,1,997139,B10
4791,1/10/2011,1/12/2017,5000,6.03,2.92,5000,0,152.18,36,4791,1,996889,B14
4792,1/10/2011,1/12/2017,13200,16.29,23.23,9524.91,0,465.97,36,4792,1,996934,B14
4793,1/10/2011,1/12/2017,13200,10.65,17.26,13200,0,284.71,60,4793,1,996349,B10
4794,1/10/2011,1/12/2017,5000,11.71,4.04,5000,0,165.38,36,4794,1,996937,B2
4795,1/10/2011,1/12/2017,14000,13.49,5.98,14000,0,475.03,36,4795,1,996417,B36
4796,1/10/2011,1/12/2017,14000,6.62,4.38,14000,0,429.86,36,4796,1,996415,B14
4797,1/11/2011,1/12/2016,20000,10.65,22.38,15856.86,0,431.37,60,4797,1,980336,B11
4798,1/10/2011,1/12/2017,20000,11.71,22.26,15795.8,0,441.97,60,4798,1,996919,B32
4799,1/11/2011,1/12/2016,35000,19.03,6.05,7753,1565.95,908.5,60,4799,1,996440,B3
4800,1/10/2011,1/12/2017,13200,12.69,18.05,13200,0,298.25,60,4800,1,991402,B2
4801,1/11/2011,1/12/2016,12000,15.96,11.82,12000,0,291.57,60,4801,2,997090,B14
4802,1/11/2011,1/12/2016,18825,12.42,11.39,689.9,0,422.76,60,4802,2,994715,B9
4803,1/10/2011,1/12/2017,8000,16.29,11.9,8000,0,282.41,36,4803,1,996831,B2
4804,1/10/2011,1/12/2017,13250,6.62,28.64,13250,0,406.83,36,4804,2,996881,B3
4805,1/10/2011,1/12/2017,12000,16.77,8.93,4175.76,1880.98,296.75,60,4805,2,996255,B31
4806,1/10/2011,1/12/2017,12000,6.03,16.31,12000,0,365.23,36,4806,1,994697,B22
4807,1/10/2011,1/12/2017,10000,9.91,6.39,10000,0,322.25,36,4807,1,927958,B2
4808,1/10/2011,1/12/2017,3000,12.42,23.45,3000,0,100.25,36,4808,1,996861,B14
4809,1/10/2011,1/12/2017,10000,17.58,6.56,10000,0,359.43,36,4809,2,986011,B2
4810,1/10/2011,1/12/2017,5300,19.91,14.7,5300,0,196.73,36,4810,1,997047,B2
4811,1/11/2011,1/12/2016,22000,20.3,15.79,8990.67,5715.04,586.55,60,4811,1,996550,B14
4812,1/10/2011,1/12/2017,10000,7.9,5.8,10000,0,312.91,36,4812,1,996855,B2
4813,1/10/2011,1/12/2017,9250,12.69,17.39,9250,0,310.29,36,4813,2,996851,B2
4814,1/10/2011,1/12/2017,9000,16.77,16.69,9000,0,319.85,36,4814,1,996847,B2
4815,1/11/2011,1/12/2016,14000,21.67,11.57,1734.97,703.71,384.05,60,4815,1,995281,B24
4816,1/10/2011,1/12/2017,5000,7.9,8.43,5000,0,156.46,36,4816,1,996815,B24
4817,1/10/2011,1/12/2017,15000,12.42,21.08,15000,0,501.23,36,4817,1,946504,B10
4818,1/10/2011,1/12/2017,17800,18.25,14.12,17800,0,454.43,60,4818,1,996999,B6
4819,1/11/2011,1/12/2016,15000,20.3,10.67,753.73,498.21,399.92,60,4819,1,996814,B11
4820,1/10/2011,1/12/2017,8000,11.71,17.6,8000,0,264.61,36,4820,2,988640,B2
4821,1/10/2011,1/12/2017,1500,16.29,18.53,0,86.05,52.96,36,4821,2,996977,B35
4822,1/11/2011,1/12/2016,35000,17.27,11.38,26880.09,0,874.93,60,4822,1,980136,B14
4823,1/10/2011,1/12/2017,15000,9.91,3.02,15000,0,318.05,60,4823,1,996790,B24
4824,1/11/2011,1/12/2016,24000,20.89,6.76,18075.3,0,647.8,60,4824,1,995714,B2
4825,1/10/2011,1/12/2017,15000,13.49,13.39,15000,0,345.08,60,4825,2,978623,B14
4826,1/11/2011,1/12/2016,19000,11.71,13.79,19000,0,419.87,60,4826,1,949898,B4
4827,1/10/2011,1/12/2017,21000,12.42,16.98,21000,0,701.73,36,4827,1,996559,B14
4828,1/10/2011,1/12/2017,12000,8.9,14.43,12000,0,381.04,36,4828,1,996558,B12
4829,1/11/2011,1/12/2016,35000,12.42,19,27559.65,0,786.01,60,4829,1,987047,B28
4830,1/10/2011,1/12/2017,3125,8.9,8.09,3125,0,99.23,36,4830,1,996712,B2
4831,1/10/2011,1/12/2017,16000,8.9,12.24,16000,0,508.06,36,4831,1,977077,B2
4832,1/10/2011,1/12/2017,5000,13.49,5.55,5000,0,169.66,36,4832,1,996498,B21
4833,1/10/2011,1/12/2017,20000,8.9,28.13,20000,0,635.07,36,4833,1,996624,B2
4834,1/11/2011,1/12/2016,24000,20.3,5.49,24000,0,639.87,60,4834,1,994135,B14
4835,1/11/2011,1/12/2016,32000,21.67,6.04,31999.99,0,877.82,60,4835,2,996680,B14
4836,1/10/2011,1/12/2017,7000,13.49,8.36,7000,0,237.52,36,4836,1,996679,B9
4837,1/11/2011,1/12/2016,5500,21.28,18.87,269.97,182.7,149.67,60,4837,1,978549,B2
4838,1/10/2011,1/12/2017,5000,7.9,2.52,5000,0,156.46,36,4838,1,996662,B3
4839,1/10/2011,1/12/2017,8400,6.62,7.76,8400,0,257.92,36,4839,1,996439,B22
4840,1/11/2011,1/12/2016,30000,21.28,14.84,30000,0,816.34,60,4840,1,994355,B3
4841,1/10/2011,1/12/2017,6625,11.71,15.86,6625,0,219.13,36,4841,2,950084,B10
4842,1/10/2011,1/12/2017,8000,16.77,12.06,8000,0,284.31,36,4842,2,996597,B19
4843,1/10/2011,1/12/2017,4000,13.49,22.59,463.52,123.66,135.73,36,4843,1,996595,B14
4844,1/10/2011,1/12/2017,4200,9.91,12.61,2780.09,195.99,135.35,36,4844,1,996437,B24
4845,1/10/2011,1/12/2017,20000,6.62,5.58,20000,0,614.08,36,4845,1,996412,B9
4846,1/10/2011,1/12/2017,6000,6.62,11.16,6000,0,184.23,36,4846,1,988457,B1
4847,1/10/2011,1/12/2017,5175,6.03,17.57,5175,0,157.51,36,4847,2,995297,B8
4848,1/10/2011,1/12/2017,2500,18.64,20.37,2500,0,91.19,36,4848,2,996366,B14
4849,1/11/2011,1/12/2016,30000,20.89,9.94,22608.35,0,809.75,60,4849,1,996048,B22
4850,1/10/2011,1/12/2017,16000,7.9,17.21,16000,0,500.65,36,4850,1,994660,B6
4851,1/10/2011,1/12/2017,3700,9.91,16.49,3230.13,112.57,119.24,36,4851,1,996150,B3
4852,1/10/2011,1/12/2017,10000,12.69,8.08,10000,0,335.45,36,4852,1,996119,B2
4853,1/10/2011,1/12/2017,12000,6.03,15.78,12000,0,365.23,36,4853,1,973935,B37
4854,1/10/2011,1/12/2017,35000,7.9,8.73,35000,0,1095.16,36,4854,1,996294,B2
4855,1/10/2011,1/12/2017,12000,10.65,10.39,12000,0,390.88,36,4855,2,989612,B2
4856,1/11/2011,1/12/2016,21000,12.42,21.43,21000,0,471.61,60,4856,2,996273,B1
4857,1/10/2011,1/12/2017,6000,6.03,1.31,6000,0,182.62,36,4857,2,995848,B2
4858,1/10/2011,1/12/2017,12375,7.9,23.85,12375,0,387.22,36,4858,1,994994,B14
4859,1/10/2011,1/12/2017,12000,6.62,2.31,12000,0,368.45,36,4859,1,995815,B2
4860,1/10/2011,1/12/2017,8400,7.9,25.32,8400,0,262.84,36,4860,1,995862,B14
4861,1/10/2011,1/12/2017,8000,11.71,19.78,1947.16,347.57,264.61,36,4861,2,996199,B10
4862,1/11/2011,1/12/2016,25000,10.65,10.38,25000,0,539.21,60,4862,1,996074,B2
4863,1/10/2011,1/12/2017,12000,20.3,10.31,12000,0,319.94,60,4863,1,996065,B14
4864,1/10/2011,1/12/2017,13800,18.64,4.61,1835.94,699.11,355.26,60,4864,2,996053,B22
4865,1/10/2011,1/12/2017,7500,8.9,11.05,7500,0,238.15,36,4865,2,993379,B17
4866,1/10/2011,1/12/2017,15000,7.9,3.15,15000,0,469.36,36,4866,1,990791,B6
4867,1/10/2011,1/12/2017,8000,13.49,8.83,8000,0,271.45,36,4867,1,996235,B36
4868,1/10/2011,1/12/2017,15000,14.27,16.5,11682.09,0,351.13,60,4868,1,985811,B36
4869,1/11/2011,1/12/2016,15025,6.03,29.92,15025,0,457.3,36,4869,1,996011,B5
4870,1/11/2011,1/12/2016,30000,19.03,15.18,22827.07,0,778.72,60,4870,1,993542,B22
4871,1/11/2011,1/12/2016,20000,14.27,21.75,15591.43,0,468.17,60,4871,1,994133,B24
4872,1/10/2011,1/12/2017,12000,12.69,7.14,12000,0,271.14,60,4872,2,996195,B15
4873,1/11/2011,1/12/2016,31825,12.69,16.17,31825,0,1067.57,36,4873,1,918287,B3
4874,1/10/2011,1/12/2017,12000,7.9,9.16,12000,0,375.49,36,4874,1,987227,B9
4875,1/10/2011,1/12/2017,8000,9.91,9.85,8000,0,257.8,36,4875,1,996176,B3
4876,1/10/2011,1/12/2017,14000,14.27,12.57,14000,0,480.33,36,4876,1,908350,B14
4877,1/10/2011,1/12/2017,9000,6.62,23.23,9000,0,276.34,36,4877,2,980513,B14
4878,1/10/2011,1/12/2017,10000,10.65,15.37,10000,0,325.74,36,4878,1,954345,B14
4879,1/10/2011,1/12/2017,13000,8.9,19.62,13000,0,412.8,36,4879,2,995956,B41
4880,1/10/2011,1/12/2017,15000,6.03,0.26,15000,0,456.54,36,4880,2,995974,B37
4881,1/10/2011,1/12/2017,10000,14.65,14.94,10000,0,344.95,36,4881,2,995933,B14
4882,1/10/2011,1/12/2017,4000,6.62,1.53,4000,0,122.82,36,4882,2,995717,B3
4883,1/10/2011,1/12/2017,18000,13.49,19.1,18000,0,414.09,60,4883,2,915213,B10
4884,1/10/2011,1/12/2017,4000,7.9,17.04,4000,0,125.17,36,4884,1,995722,B27
4885,1/10/2011,1/12/2017,6000,6.03,14.73,6000,0,182.62,36,4885,1,995913,B2
4886,1/10/2011,1/12/2017,14000,16.77,12.89,14000,0,346.21,60,4886,1,995696,B2
4887,1/10/2011,1/12/2017,6000,12.69,16.32,6000,0,201.27,36,4887,1,995902,B36
4888,1/10/2011,1/12/2017,3000,7.9,2.25,3000,0,93.88,36,4888,1,995906,B16
4889,1/10/2011,1/12/2017,14000,7.9,10.16,14000,0,438.07,36,4889,2,995682,B10
4890,1/10/2011,1/12/2017,4000,12.69,4.96,4000,0,134.18,36,4890,1,995358,B6
4891,1/10/2011,1/12/2017,12800,23.52,20.89,12800,0,364.68,60,4891,1,995895,B14
4892,1/11/2011,1/12/2016,6250,15.96,16.72,6250,0,151.86,60,4892,1,995899,B1
4893,1/11/2011,1/12/2016,25000,21.28,20.68,25000,0,680.28,60,4893,1,995668,B11
4894,1/11/2011,1/12/2016,35000,17.27,17.94,16720.09,2661.55,874.93,60,4894,1,995878,B33
4895,1/11/2011,1/12/2016,30000,12.42,18.1,23623.25,0,673.72,60,4895,1,978993,B14
4896,1/10/2011,1/12/2017,14000,19.42,15.14,14000,0,366.42,60,4896,1,995565,B37
4897,1/10/2011,1/12/2017,18000,17.58,10.33,1582.62,943.23,452.98,60,4897,1,990813,B37
4898,1/10/2011,1/12/2017,15000,11.71,21.04,940.35,0,331.48,60,4898,1,976241,B37
4899,1/10/2011,1/12/2017,10000,13.49,11.39,10000,0,339.31,36,4899,1,995621,B14
4900,1/11/2011,1/12/2016,35000,13.49,5.89,35000,0,805.17,60,4900,1,994914,B15
4901,1/10/2011,1/12/2017,2000,7.9,23.06,2000,0,62.59,36,4901,1,987436,B14
4902,1/10/2011,1/12/2017,25000,17.58,9.59,19132.51,0,629.14,60,4902,1,995614,B3
4903,1/10/2011,1/12/2017,13000,8.9,18.53,13000,0,412.8,36,4903,1,995819,B10
4904,1/10/2011,1/12/2017,21000,7.9,14.73,21000,0,657.1,36,4904,1,995801,B50
4905,1/10/2011,1/12/2017,15000,6.03,13.41,15000,0,456.54,36,4905,1,995227,B22
4906,1/11/2011,1/12/2016,30000,12.42,12.07,29999.99,0,673.72,60,4906,2,995579,B50
4907,1/10/2011,1/12/2017,26375,9.91,17.33,26375,0,849.94,36,4907,1,995574,B3
4908,1/10/2011,1/12/2017,1000,7.51,12.21,1000,0,31.12,36,4908,1,995782,B2
4909,1/10/2011,1/12/2017,14000,9.91,8.84,11161.42,0,296.84,60,4909,1,995327,B11
4910,1/10/2011,1/12/2017,6200,10.65,4.01,6200,0,201.96,36,4910,1,995357,B11
4911,1/10/2011,1/12/2017,1500,9.91,8.21,410.77,0,48.34,36,4911,1,994078,B14
4912,1/10/2011,1/12/2017,1000,15.27,10.77,999.99,0,34.8,36,4912,2,995561,B6
4913,1/10/2011,1/12/2017,9500,18.25,10.62,1507.98,19.6,242.54,60,4913,1,995527,B33
4914,1/10/2011,1/12/2017,20000,17.27,16.34,20000,0,499.96,60,4914,1,974704,B27
4915,1/10/2011,1/12/2017,6000,7.9,10.72,6000,0,187.75,36,4915,1,995551,B33
4916,1/10/2011,1/12/2017,8800,14.27,9.57,8800,0,301.92,36,4916,1,986603,B17
4917,1/10/2011,1/12/2017,28000,9.91,2.14,28000,0,902.3,36,4917,1,995434,B19
4918,1/10/2011,1/12/2017,15000,6.62,2.97,15000,0,460.56,36,4918,1,976725,B2
4919,1/10/2011,1/12/2017,8000,6.62,8.06,8000,0,245.63,36,4919,1,995515,B3
4920,1/10/2011,1/12/2017,14400,11.71,14.76,14400,0,476.3,36,4920,1,994926,B2
4921,1/10/2011,1/12/2017,14000,6.03,11.43,14000,0,426.1,36,4921,1,994520,B21
4922,1/10/2011,1/12/2017,12000,14.27,7.2,12000,0,411.71,36,4922,1,995519,B11
4923,1/10/2011,1/12/2017,13800,17.27,14.52,13800,0,344.98,60,4923,1,995299,B17
4924,1/11/2011,1/12/2016,27575,17.58,10.76,1179.57,933.59,693.94,60,4924,2,995296,B3
4925,1/10/2011,1/12/2017,16000,8.9,21.66,16000,0,508.06,36,4925,1,995288,B14
4926,1/11/2011,1/12/2016,25000,19.03,18.65,19019.23,0,648.93,60,4926,1,977772,B17
4927,1/10/2011,1/12/2017,3800,6.03,17.47,3800,0,115.66,36,4927,1,994940,B14
4928,1/10/2011,1/12/2017,12000,17.27,16.42,10601.12,199.57,429.45,36,4928,1,993768,B12
4929,1/10/2011,1/12/2017,20000,17.58,11.82,10369.97,18.4,718.85,36,4929,1,986535,B14
4930,1/10/2011,1/12/2017,3500,12.69,9.9,3500,0,117.41,36,4930,1,994039,B14
4931,1/11/2011,1/12/2016,35000,22.74,17.8,6308.4,8607.17,981.45,60,4931,1,994796,B36
4932,1/10/2011,1/12/2017,11975,16.29,6.38,11975,0,422.73,36,4932,2,851142,B39
4933,1/10/2011,1/12/2017,15000,17.58,9.5,7527.25,1055.06,377.49,60,4933,2,987906,B14
4934,1/10/2011,1/12/2017,20000,12.42,10.23,20000,0,449.15,60,4934,1,994807,B3
4935,1/11/2011,1/12/2016,25000,17.58,14.61,10157.12,2255.43,629.14,60,4935,1,995410,B46
4936,1/10/2011,1/12/2017,29550,8.9,22.86,29550,0,938.31,36,4936,1,993915,B3
4937,1/10/2011,1/12/2017,35000,18.25,14.27,35000,0,1269.73,36,4937,1,995368,B14
4938,1/10/2011,1/12/2017,25000,10.65,15.38,19822.28,0,539.21,60,4938,1,889913,B3
4939,1/10/2011,1/12/2017,8400,18.25,20.48,8400,0,304.74,36,4939,2,994949,B41
4940,1/10/2011,1/12/2017,25000,17.27,24.17,19200.52,0,624.95,60,4940,1,988571,B31
4941,1/10/2011,1/12/2017,6500,11.71,12.65,6500,0,215,36,4941,2,995018,B5
4942,1/10/2011,1/12/2017,15000,18.25,15.46,1473.11,794.24,382.95,60,4942,1,995009,B17
