LoanDetailsID,Year,Term,ApplicationType,LoanCondition
11967,2011, 36 months,INDIVIDUAL,Good Loan
11968,2011, 36 months,INDIVIDUAL,Good Loan
11969,2011, 36 months,INDIVIDUAL,Good Loan
11970,2011, 36 months,INDIVIDUAL,Good Loan
11971,2011, 60 months,INDIVIDUAL,Good Loan
11972,2011, 36 months,INDIVIDUAL,Good Loan
11973,2011, 36 months,INDIVIDUAL,Good Loan
11974,2011, 36 months,INDIVIDUAL,Good Loan
11975,2011, 36 months,INDIVIDUAL,Good Loan
11976,2011, 36 months,INDIVIDUAL,Good Loan
11977,2011, 36 months,INDIVIDUAL,Good Loan
11978,2011, 60 months,INDIVIDUAL,Good Loan
11979,2011, 36 months,INDIVIDUAL,Good Loan
11980,2011, 36 months,INDIVIDUAL,Good Loan
11981,2011, 36 months,INDIVIDUAL,Good Loan
11982,2011, 36 months,INDIVIDUAL,Good Loan
11983,2011, 36 months,INDIVIDUAL,Good Loan
11984,2011, 36 months,INDIVIDUAL,Good Loan
11985,2011, 36 months,INDIVIDUAL,Bad Loan
11986,2011, 60 months,INDIVIDUAL,Good Loan
11987,2011, 36 months,INDIVIDUAL,Good Loan
11988,2011, 36 months,INDIVIDUAL,Bad Loan
11989,2011, 60 months,INDIVIDUAL,Good Loan
11990,2011, 36 months,INDIVIDUAL,Good Loan
11991,2011, 36 months,INDIVIDUAL,Good Loan
11992,2011, 60 months,INDIVIDUAL,Good Loan
11993,2011, 36 months,INDIVIDUAL,Good Loan
11994,2011, 36 months,INDIVIDUAL,Good Loan
11995,2011, 36 months,INDIVIDUAL,Good Loan
11996,2011, 36 months,INDIVIDUAL,Good Loan
11997,2011, 36 months,INDIVIDUAL,Good Loan
11998,2011, 36 months,INDIVIDUAL,Good Loan
11999,2011, 36 months,INDIVIDUAL,Good Loan
12000,2011, 36 months,INDIVIDUAL,Good Loan
12001,2011, 36 months,INDIVIDUAL,Good Loan
12002,2011, 36 months,INDIVIDUAL,Good Loan
12003,2011, 60 months,INDIVIDUAL,Good Loan
12004,2011, 36 months,INDIVIDUAL,Good Loan
12005,2011, 36 months,INDIVIDUAL,Good Loan
12006,2011, 36 months,INDIVIDUAL,Good Loan
12007,2011, 36 months,INDIVIDUAL,Good Loan
12008,2011, 36 months,INDIVIDUAL,Good Loan
12009,2011, 36 months,INDIVIDUAL,Good Loan
12010,2011, 36 months,INDIVIDUAL,Good Loan
12011,2011, 36 months,INDIVIDUAL,Good Loan
12012,2011, 60 months,INDIVIDUAL,Good Loan
12013,2011, 60 months,INDIVIDUAL,Good Loan
12014,2011, 60 months,INDIVIDUAL,Good Loan
12015,2011, 36 months,INDIVIDUAL,Good Loan
12016,2011, 60 months,INDIVIDUAL,Good Loan
12017,2011, 36 months,INDIVIDUAL,Bad Loan
12018,2011, 36 months,INDIVIDUAL,Good Loan
12019,2011, 36 months,INDIVIDUAL,Bad Loan
12020,2011, 60 months,INDIVIDUAL,Good Loan
12021,2011, 36 months,INDIVIDUAL,Good Loan
12022,2011, 36 months,INDIVIDUAL,Bad Loan
12023,2011, 36 months,INDIVIDUAL,Good Loan
12024,2011, 36 months,INDIVIDUAL,Good Loan
12025,2011, 36 months,INDIVIDUAL,Good Loan
12026,2011, 36 months,INDIVIDUAL,Good Loan
12027,2011, 36 months,INDIVIDUAL,Bad Loan
12028,2011, 36 months,INDIVIDUAL,Good Loan
12029,2011, 60 months,INDIVIDUAL,Bad Loan
12030,2011, 60 months,INDIVIDUAL,Good Loan
12031,2011, 36 months,INDIVIDUAL,Good Loan
12032,2011, 36 months,INDIVIDUAL,Good Loan
12033,2011, 36 months,INDIVIDUAL,Good Loan
12034,2011, 36 months,INDIVIDUAL,Good Loan
12035,2011, 60 months,INDIVIDUAL,Bad Loan
12036,2011, 36 months,INDIVIDUAL,Good Loan
12037,2011, 36 months,INDIVIDUAL,Good Loan
12038,2011, 36 months,INDIVIDUAL,Good Loan
12039,2011, 36 months,INDIVIDUAL,Bad Loan
12040,2011, 60 months,INDIVIDUAL,Good Loan
12041,2011, 36 months,INDIVIDUAL,Good Loan
12042,2011, 36 months,INDIVIDUAL,Good Loan
12043,2011, 60 months,INDIVIDUAL,Good Loan
12044,2011, 36 months,INDIVIDUAL,Good Loan
12045,2011, 36 months,INDIVIDUAL,Good Loan
12046,2011, 36 months,INDIVIDUAL,Good Loan
12047,2011, 60 months,INDIVIDUAL,Good Loan
12048,2011, 36 months,INDIVIDUAL,Good Loan
12049,2011, 36 months,INDIVIDUAL,Good Loan
12050,2011, 36 months,INDIVIDUAL,Good Loan
12051,2011, 60 months,INDIVIDUAL,Good Loan
12052,2011, 36 months,INDIVIDUAL,Good Loan
12053,2011, 36 months,INDIVIDUAL,Good Loan
12054,2011, 60 months,INDIVIDUAL,Good Loan
12055,2011, 36 months,INDIVIDUAL,Good Loan
12056,2011, 36 months,INDIVIDUAL,Good Loan
12057,2011, 60 months,INDIVIDUAL,Bad Loan
12058,2011, 36 months,INDIVIDUAL,Good Loan
12059,2011, 36 months,INDIVIDUAL,Good Loan
12060,2011, 36 months,INDIVIDUAL,Good Loan
12061,2011, 36 months,INDIVIDUAL,Bad Loan
12062,2011, 60 months,INDIVIDUAL,Good Loan
12063,2011, 36 months,INDIVIDUAL,Good Loan
12064,2011, 60 months,INDIVIDUAL,Good Loan
12065,2011, 36 months,INDIVIDUAL,Good Loan
12066,2011, 36 months,INDIVIDUAL,Good Loan
12067,2011, 36 months,INDIVIDUAL,Good Loan
12068,2011, 36 months,INDIVIDUAL,Good Loan
12069,2011, 60 months,INDIVIDUAL,Good Loan
12070,2011, 60 months,INDIVIDUAL,Good Loan
12071,2011, 60 months,INDIVIDUAL,Good Loan
12072,2011, 36 months,INDIVIDUAL,Good Loan
12073,2011, 60 months,INDIVIDUAL,Good Loan
12074,2011, 36 months,INDIVIDUAL,Good Loan
12075,2011, 60 months,INDIVIDUAL,Bad Loan
12076,2011, 60 months,INDIVIDUAL,Good Loan
12077,2011, 60 months,INDIVIDUAL,Bad Loan
12078,2011, 36 months,INDIVIDUAL,Good Loan
12079,2011, 36 months,INDIVIDUAL,Good Loan
12080,2011, 36 months,INDIVIDUAL,Good Loan
12081,2011, 36 months,INDIVIDUAL,Good Loan
12082,2011, 36 months,INDIVIDUAL,Good Loan
12083,2011, 36 months,INDIVIDUAL,Good Loan
12084,2011, 36 months,INDIVIDUAL,Good Loan
12085,2011, 36 months,INDIVIDUAL,Good Loan
12086,2011, 36 months,INDIVIDUAL,Good Loan
12087,2011, 36 months,INDIVIDUAL,Good Loan
12088,2011, 36 months,INDIVIDUAL,Good Loan
12089,2011, 36 months,INDIVIDUAL,Good Loan
12090,2011, 36 months,INDIVIDUAL,Good Loan
12091,2011, 60 months,INDIVIDUAL,Bad Loan
12092,2011, 36 months,INDIVIDUAL,Good Loan
12093,2011, 36 months,INDIVIDUAL,Good Loan
12094,2011, 36 months,INDIVIDUAL,Good Loan
12095,2011, 36 months,INDIVIDUAL,Good Loan
12096,2011, 60 months,INDIVIDUAL,Good Loan
12097,2011, 36 months,INDIVIDUAL,Good Loan
12098,2011, 36 months,INDIVIDUAL,Good Loan
12099,2011, 60 months,INDIVIDUAL,Bad Loan
12100,2011, 36 months,INDIVIDUAL,Good Loan
12101,2011, 60 months,INDIVIDUAL,Good Loan
12102,2011, 36 months,INDIVIDUAL,Good Loan
12103,2011, 36 months,INDIVIDUAL,Bad Loan
12104,2011, 60 months,INDIVIDUAL,Good Loan
12105,2011, 36 months,INDIVIDUAL,Good Loan
12106,2011, 36 months,INDIVIDUAL,Good Loan
12107,2011, 36 months,INDIVIDUAL,Bad Loan
12108,2011, 60 months,INDIVIDUAL,Good Loan
12109,2011, 60 months,INDIVIDUAL,Good Loan
12110,2011, 36 months,INDIVIDUAL,Good Loan
12111,2011, 60 months,INDIVIDUAL,Good Loan
12112,2011, 60 months,INDIVIDUAL,Good Loan
12113,2011, 60 months,INDIVIDUAL,Good Loan
12114,2011, 60 months,INDIVIDUAL,Good Loan
12115,2011, 36 months,INDIVIDUAL,Good Loan
12116,2011, 60 months,INDIVIDUAL,Good Loan
12117,2011, 36 months,INDIVIDUAL,Good Loan
12118,2011, 36 months,INDIVIDUAL,Good Loan
12119,2011, 36 months,INDIVIDUAL,Good Loan
12120,2011, 60 months,INDIVIDUAL,Bad Loan
12121,2011, 36 months,INDIVIDUAL,Good Loan
12122,2011, 60 months,INDIVIDUAL,Bad Loan
12123,2011, 60 months,INDIVIDUAL,Good Loan
12124,2011, 36 months,INDIVIDUAL,Good Loan
12125,2011, 60 months,INDIVIDUAL,Good Loan
12126,2011, 36 months,INDIVIDUAL,Good Loan
12127,2011, 36 months,INDIVIDUAL,Good Loan
12128,2011, 36 months,INDIVIDUAL,Good Loan
12129,2011, 60 months,INDIVIDUAL,Bad Loan
12130,2011, 36 months,INDIVIDUAL,Good Loan
12131,2011, 60 months,INDIVIDUAL,Good Loan
12132,2011, 60 months,INDIVIDUAL,Good Loan
12133,2011, 36 months,INDIVIDUAL,Good Loan
12134,2011, 36 months,INDIVIDUAL,Good Loan
12135,2011, 36 months,INDIVIDUAL,Good Loan
12136,2011, 60 months,INDIVIDUAL,Good Loan
12137,2011, 60 months,INDIVIDUAL,Good Loan
12138,2011, 36 months,INDIVIDUAL,Good Loan
12139,2011, 36 months,INDIVIDUAL,Good Loan
12140,2011, 60 months,INDIVIDUAL,Bad Loan
12141,2011, 36 months,INDIVIDUAL,Good Loan
12142,2011, 60 months,INDIVIDUAL,Good Loan
12143,2011, 36 months,INDIVIDUAL,Good Loan
12144,2011, 36 months,INDIVIDUAL,Good Loan
12145,2011, 36 months,INDIVIDUAL,Good Loan
12146,2011, 36 months,INDIVIDUAL,Bad Loan
12147,2011, 60 months,INDIVIDUAL,Bad Loan
12148,2011, 36 months,INDIVIDUAL,Good Loan
12149,2011, 60 months,INDIVIDUAL,Bad Loan
12150,2011, 36 months,INDIVIDUAL,Good Loan
12151,2011, 36 months,INDIVIDUAL,Good Loan
12152,2011, 36 months,INDIVIDUAL,Good Loan
12153,2011, 36 months,INDIVIDUAL,Good Loan
12154,2011, 60 months,INDIVIDUAL,Good Loan
12155,2011, 36 months,INDIVIDUAL,Good Loan
12156,2011, 36 months,INDIVIDUAL,Good Loan
12157,2011, 36 months,INDIVIDUAL,Good Loan
12158,2011, 36 months,INDIVIDUAL,Good Loan
12159,2011, 36 months,INDIVIDUAL,Bad Loan
12160,2011, 36 months,INDIVIDUAL,Good Loan
12161,2011, 60 months,INDIVIDUAL,Good Loan
12162,2011, 36 months,INDIVIDUAL,Good Loan
12163,2011, 36 months,INDIVIDUAL,Good Loan
12164,2011, 36 months,INDIVIDUAL,Good Loan
12165,2011, 36 months,INDIVIDUAL,Good Loan
12166,2011, 36 months,INDIVIDUAL,Good Loan
12167,2011, 36 months,INDIVIDUAL,Good Loan
12168,2011, 36 months,INDIVIDUAL,Good Loan
12169,2011, 36 months,INDIVIDUAL,Good Loan
12170,2011, 60 months,INDIVIDUAL,Good Loan
12171,2011, 36 months,INDIVIDUAL,Good Loan
12172,2011, 36 months,INDIVIDUAL,Good Loan
12173,2011, 60 months,INDIVIDUAL,Good Loan
12174,2011, 60 months,INDIVIDUAL,Good Loan
12175,2011, 36 months,INDIVIDUAL,Bad Loan
12176,2011, 36 months,INDIVIDUAL,Bad Loan
12177,2011, 60 months,INDIVIDUAL,Good Loan
12178,2011, 60 months,INDIVIDUAL,Good Loan
12179,2011, 36 months,INDIVIDUAL,Good Loan
12180,2011, 60 months,INDIVIDUAL,Good Loan
12181,2011, 36 months,INDIVIDUAL,Good Loan
12182,2011, 36 months,INDIVIDUAL,Good Loan
12183,2011, 60 months,INDIVIDUAL,Good Loan
12184,2011, 36 months,INDIVIDUAL,Good Loan
12185,2011, 60 months,INDIVIDUAL,Good Loan
12186,2011, 36 months,INDIVIDUAL,Good Loan
12187,2011, 60 months,INDIVIDUAL,Bad Loan
12188,2011, 60 months,INDIVIDUAL,Good Loan
12189,2011, 60 months,INDIVIDUAL,Good Loan
12190,2011, 36 months,INDIVIDUAL,Good Loan
12191,2011, 60 months,INDIVIDUAL,Good Loan
12192,2011, 60 months,INDIVIDUAL,Bad Loan
12193,2011, 36 months,INDIVIDUAL,Good Loan
12194,2011, 36 months,INDIVIDUAL,Good Loan
12195,2011, 36 months,INDIVIDUAL,Good Loan
12196,2011, 36 months,INDIVIDUAL,Good Loan
12197,2011, 36 months,INDIVIDUAL,Good Loan
12198,2011, 36 months,INDIVIDUAL,Good Loan
12199,2011, 36 months,INDIVIDUAL,Good Loan
12200,2011, 60 months,INDIVIDUAL,Good Loan
12201,2011, 36 months,INDIVIDUAL,Good Loan
12202,2011, 60 months,INDIVIDUAL,Good Loan
12203,2011, 60 months,INDIVIDUAL,Good Loan
12204,2011, 36 months,INDIVIDUAL,Good Loan
12205,2011, 36 months,INDIVIDUAL,Good Loan
12206,2011, 36 months,INDIVIDUAL,Good Loan
12207,2011, 36 months,INDIVIDUAL,Good Loan
12208,2011, 36 months,INDIVIDUAL,Good Loan
12209,2011, 60 months,INDIVIDUAL,Good Loan
12210,2011, 36 months,INDIVIDUAL,Good Loan
12211,2011, 36 months,INDIVIDUAL,Good Loan
12212,2011, 36 months,INDIVIDUAL,Good Loan
12213,2011, 36 months,INDIVIDUAL,Good Loan
12214,2011, 60 months,INDIVIDUAL,Bad Loan
12215,2011, 36 months,INDIVIDUAL,Good Loan
12216,2011, 36 months,INDIVIDUAL,Good Loan
12217,2011, 36 months,INDIVIDUAL,Good Loan
12218,2011, 36 months,INDIVIDUAL,Good Loan
12219,2011, 60 months,INDIVIDUAL,Good Loan
12220,2011, 60 months,INDIVIDUAL,Good Loan
12221,2011, 36 months,INDIVIDUAL,Bad Loan
12222,2011, 60 months,INDIVIDUAL,Good Loan
12223,2011, 60 months,INDIVIDUAL,Good Loan
12224,2011, 60 months,INDIVIDUAL,Bad Loan
12225,2011, 36 months,INDIVIDUAL,Good Loan
12226,2011, 36 months,INDIVIDUAL,Good Loan
12227,2011, 36 months,INDIVIDUAL,Good Loan
12228,2011, 36 months,INDIVIDUAL,Good Loan
12229,2011, 36 months,INDIVIDUAL,Good Loan
12230,2011, 36 months,INDIVIDUAL,Good Loan
12231,2011, 36 months,INDIVIDUAL,Good Loan
12232,2011, 60 months,INDIVIDUAL,Good Loan
12233,2011, 36 months,INDIVIDUAL,Good Loan
12234,2011, 60 months,INDIVIDUAL,Bad Loan
12235,2011, 36 months,INDIVIDUAL,Good Loan
12236,2011, 36 months,INDIVIDUAL,Good Loan
12237,2011, 36 months,INDIVIDUAL,Good Loan
12238,2011, 36 months,INDIVIDUAL,Good Loan
12239,2011, 60 months,INDIVIDUAL,Good Loan
12240,2011, 36 months,INDIVIDUAL,Good Loan
12241,2011, 60 months,INDIVIDUAL,Bad Loan
12242,2011, 36 months,INDIVIDUAL,Good Loan
12243,2011, 60 months,INDIVIDUAL,Bad Loan
12244,2011, 36 months,INDIVIDUAL,Good Loan
12245,2011, 36 months,INDIVIDUAL,Good Loan
12246,2011, 36 months,INDIVIDUAL,Good Loan
12247,2011, 36 months,INDIVIDUAL,Good Loan
12248,2011, 36 months,INDIVIDUAL,Good Loan
12249,2011, 36 months,INDIVIDUAL,Good Loan
12250,2011, 60 months,INDIVIDUAL,Good Loan
12251,2011, 36 months,INDIVIDUAL,Good Loan
12252,2011, 60 months,INDIVIDUAL,Good Loan
12253,2011, 36 months,INDIVIDUAL,Good Loan
12254,2011, 60 months,INDIVIDUAL,Bad Loan
12255,2011, 36 months,INDIVIDUAL,Bad Loan
12256,2011, 60 months,INDIVIDUAL,Good Loan
12257,2011, 36 months,INDIVIDUAL,Good Loan
12258,2011, 60 months,INDIVIDUAL,Good Loan
12259,2011, 60 months,INDIVIDUAL,Good Loan
12260,2011, 60 months,INDIVIDUAL,Bad Loan
12261,2011, 36 months,INDIVIDUAL,Good Loan
12262,2011, 36 months,INDIVIDUAL,Good Loan
12263,2011, 36 months,INDIVIDUAL,Good Loan
12264,2011, 60 months,INDIVIDUAL,Good Loan
12265,2011, 60 months,INDIVIDUAL,Bad Loan
12266,2011, 36 months,INDIVIDUAL,Good Loan
12267,2011, 60 months,INDIVIDUAL,Good Loan
12268,2011, 36 months,INDIVIDUAL,Good Loan
12269,2011, 60 months,INDIVIDUAL,Good Loan
12270,2011, 36 months,INDIVIDUAL,Good Loan
12271,2011, 36 months,INDIVIDUAL,Good Loan
12272,2011, 60 months,INDIVIDUAL,Bad Loan
12273,2011, 36 months,INDIVIDUAL,Bad Loan
12274,2011, 60 months,INDIVIDUAL,Bad Loan
12275,2011, 36 months,INDIVIDUAL,Bad Loan
12276,2011, 60 months,INDIVIDUAL,Good Loan
12277,2011, 36 months,INDIVIDUAL,Good Loan
12278,2011, 36 months,INDIVIDUAL,Good Loan
12279,2011, 36 months,INDIVIDUAL,Good Loan
12280,2011, 36 months,INDIVIDUAL,Good Loan
12281,2011, 60 months,INDIVIDUAL,Good Loan
12282,2011, 36 months,INDIVIDUAL,Good Loan
12283,2011, 36 months,INDIVIDUAL,Good Loan
12284,2011, 36 months,INDIVIDUAL,Good Loan
12285,2011, 60 months,INDIVIDUAL,Good Loan
12286,2011, 36 months,INDIVIDUAL,Good Loan
12287,2011, 36 months,INDIVIDUAL,Good Loan
12288,2011, 36 months,INDIVIDUAL,Good Loan
12289,2011, 60 months,INDIVIDUAL,Good Loan
12290,2011, 60 months,INDIVIDUAL,Good Loan
12291,2011, 60 months,INDIVIDUAL,Good Loan
12292,2011, 60 months,INDIVIDUAL,Good Loan
12293,2011, 60 months,INDIVIDUAL,Good Loan
12294,2011, 36 months,INDIVIDUAL,Good Loan
12295,2011, 36 months,INDIVIDUAL,Good Loan
12296,2011, 36 months,INDIVIDUAL,Good Loan
12297,2011, 60 months,INDIVIDUAL,Good Loan
12298,2011, 36 months,INDIVIDUAL,Good Loan
12299,2011, 36 months,INDIVIDUAL,Good Loan
12300,2011, 36 months,INDIVIDUAL,Good Loan
12301,2011, 36 months,INDIVIDUAL,Good Loan
12302,2011, 36 months,INDIVIDUAL,Good Loan
12303,2011, 36 months,INDIVIDUAL,Good Loan
12304,2011, 60 months,INDIVIDUAL,Good Loan
12305,2011, 60 months,INDIVIDUAL,Good Loan
12306,2011, 60 months,INDIVIDUAL,Good Loan
12307,2011, 36 months,INDIVIDUAL,Good Loan
12308,2011, 60 months,INDIVIDUAL,Good Loan
12309,2011, 36 months,INDIVIDUAL,Good Loan
12310,2011, 36 months,INDIVIDUAL,Good Loan
12311,2011, 36 months,INDIVIDUAL,Good Loan
12312,2011, 36 months,INDIVIDUAL,Good Loan
12313,2011, 60 months,INDIVIDUAL,Good Loan
12314,2011, 60 months,INDIVIDUAL,Good Loan
12315,2011, 60 months,INDIVIDUAL,Good Loan
12316,2011, 60 months,INDIVIDUAL,Good Loan
12317,2011, 36 months,INDIVIDUAL,Good Loan
12318,2011, 36 months,INDIVIDUAL,Good Loan
12319,2011, 36 months,INDIVIDUAL,Good Loan
12320,2011, 60 months,INDIVIDUAL,Good Loan
12321,2011, 36 months,INDIVIDUAL,Good Loan
12322,2011, 36 months,INDIVIDUAL,Bad Loan
12323,2011, 60 months,INDIVIDUAL,Good Loan
12324,2011, 60 months,INDIVIDUAL,Good Loan
12325,2011, 36 months,INDIVIDUAL,Good Loan
12326,2011, 36 months,INDIVIDUAL,Good Loan
12327,2011, 36 months,INDIVIDUAL,Good Loan
12328,2011, 36 months,INDIVIDUAL,Bad Loan
12329,2011, 36 months,INDIVIDUAL,Good Loan
12330,2011, 60 months,INDIVIDUAL,Good Loan
12331,2011, 36 months,INDIVIDUAL,Good Loan
12332,2011, 36 months,INDIVIDUAL,Good Loan
12333,2011, 36 months,INDIVIDUAL,Good Loan
12334,2011, 36 months,INDIVIDUAL,Good Loan
12335,2011, 36 months,INDIVIDUAL,Good Loan
12336,2011, 60 months,INDIVIDUAL,Bad Loan
12337,2011, 60 months,INDIVIDUAL,Good Loan
12338,2011, 36 months,INDIVIDUAL,Bad Loan
12339,2011, 36 months,INDIVIDUAL,Good Loan
12340,2011, 60 months,INDIVIDUAL,Good Loan
12341,2011, 60 months,INDIVIDUAL,Good Loan
12342,2011, 60 months,INDIVIDUAL,Good Loan
12343,2011, 36 months,INDIVIDUAL,Good Loan
12344,2011, 36 months,INDIVIDUAL,Good Loan
12345,2011, 36 months,INDIVIDUAL,Good Loan
12346,2011, 36 months,INDIVIDUAL,Bad Loan
12347,2011, 36 months,INDIVIDUAL,Good Loan
12348,2011, 60 months,INDIVIDUAL,Good Loan
12349,2011, 36 months,INDIVIDUAL,Good Loan
12350,2011, 36 months,INDIVIDUAL,Good Loan
12351,2011, 60 months,INDIVIDUAL,Good Loan
12352,2011, 36 months,INDIVIDUAL,Good Loan
12353,2011, 36 months,INDIVIDUAL,Good Loan
12354,2011, 36 months,INDIVIDUAL,Bad Loan
12355,2011, 36 months,INDIVIDUAL,Good Loan
12356,2011, 36 months,INDIVIDUAL,Good Loan
12357,2011, 36 months,INDIVIDUAL,Good Loan
12358,2011, 36 months,INDIVIDUAL,Good Loan
12359,2011, 60 months,INDIVIDUAL,Good Loan
12360,2011, 36 months,INDIVIDUAL,Good Loan
12361,2011, 36 months,INDIVIDUAL,Good Loan
12362,2011, 36 months,INDIVIDUAL,Good Loan
12363,2011, 60 months,INDIVIDUAL,Bad Loan
12364,2011, 36 months,INDIVIDUAL,Good Loan
12365,2011, 36 months,INDIVIDUAL,Bad Loan
12366,2011, 60 months,INDIVIDUAL,Good Loan
12367,2011, 36 months,INDIVIDUAL,Bad Loan
12368,2011, 36 months,INDIVIDUAL,Good Loan
12369,2011, 60 months,INDIVIDUAL,Good Loan
12370,2011, 60 months,INDIVIDUAL,Good Loan
12371,2011, 60 months,INDIVIDUAL,Good Loan
12372,2011, 60 months,INDIVIDUAL,Good Loan
12373,2011, 60 months,INDIVIDUAL,Good Loan
12374,2011, 36 months,INDIVIDUAL,Bad Loan
12375,2011, 36 months,INDIVIDUAL,Bad Loan
12376,2011, 36 months,INDIVIDUAL,Good Loan
12377,2011, 36 months,INDIVIDUAL,Good Loan
12378,2011, 60 months,INDIVIDUAL,Good Loan
12379,2011, 36 months,INDIVIDUAL,Good Loan
12380,2011, 36 months,INDIVIDUAL,Good Loan
12381,2011, 36 months,INDIVIDUAL,Good Loan
12382,2011, 60 months,INDIVIDUAL,Bad Loan
12383,2011, 36 months,INDIVIDUAL,Good Loan
12384,2011, 36 months,INDIVIDUAL,Good Loan
12385,2011, 36 months,INDIVIDUAL,Bad Loan
12386,2011, 36 months,INDIVIDUAL,Good Loan
12387,2011, 36 months,INDIVIDUAL,Good Loan
12388,2011, 36 months,INDIVIDUAL,Good Loan
12389,2011, 36 months,INDIVIDUAL,Good Loan
12390,2011, 36 months,INDIVIDUAL,Good Loan
12391,2011, 36 months,INDIVIDUAL,Bad Loan
12392,2011, 60 months,INDIVIDUAL,Good Loan
12393,2011, 36 months,INDIVIDUAL,Good Loan
12394,2011, 60 months,INDIVIDUAL,Good Loan
12395,2011, 36 months,INDIVIDUAL,Good Loan
12396,2011, 36 months,INDIVIDUAL,Good Loan
12397,2011, 60 months,INDIVIDUAL,Bad Loan
12398,2011, 36 months,INDIVIDUAL,Good Loan
12399,2011, 36 months,INDIVIDUAL,Bad Loan
12400,2011, 36 months,INDIVIDUAL,Good Loan
12401,2011, 36 months,INDIVIDUAL,Good Loan
12402,2011, 36 months,INDIVIDUAL,Good Loan
12403,2011, 36 months,INDIVIDUAL,Good Loan
12404,2011, 36 months,INDIVIDUAL,Good Loan
12405,2011, 60 months,INDIVIDUAL,Good Loan
12406,2011, 36 months,INDIVIDUAL,Good Loan
12407,2011, 36 months,INDIVIDUAL,Good Loan
12408,2011, 36 months,INDIVIDUAL,Bad Loan
12409,2011, 36 months,INDIVIDUAL,Good Loan
12410,2011, 36 months,INDIVIDUAL,Good Loan
12411,2011, 36 months,INDIVIDUAL,Good Loan
12412,2011, 36 months,INDIVIDUAL,Good Loan
12413,2011, 36 months,INDIVIDUAL,Bad Loan
12414,2011, 36 months,INDIVIDUAL,Good Loan
12415,2011, 36 months,INDIVIDUAL,Good Loan
12416,2011, 36 months,INDIVIDUAL,Bad Loan
12417,2011, 36 months,INDIVIDUAL,Good Loan
12418,2011, 36 months,INDIVIDUAL,Good Loan
12419,2011, 36 months,INDIVIDUAL,Good Loan
12420,2011, 60 months,INDIVIDUAL,Good Loan
12421,2011, 36 months,INDIVIDUAL,Good Loan
12422,2011, 36 months,INDIVIDUAL,Good Loan
12423,2011, 60 months,INDIVIDUAL,Good Loan
12424,2011, 36 months,INDIVIDUAL,Good Loan
12425,2011, 36 months,INDIVIDUAL,Good Loan
12426,2011, 36 months,INDIVIDUAL,Good Loan
12427,2011, 36 months,INDIVIDUAL,Bad Loan
12428,2011, 60 months,INDIVIDUAL,Bad Loan
12429,2011, 36 months,INDIVIDUAL,Good Loan
12430,2011, 60 months,INDIVIDUAL,Good Loan
12431,2011, 36 months,INDIVIDUAL,Good Loan
12432,2011, 60 months,INDIVIDUAL,Good Loan
12433,2011, 36 months,INDIVIDUAL,Good Loan
12434,2011, 60 months,INDIVIDUAL,Good Loan
12435,2011, 36 months,INDIVIDUAL,Good Loan
12436,2011, 36 months,INDIVIDUAL,Good Loan
12437,2011, 36 months,INDIVIDUAL,Good Loan
12438,2011, 36 months,INDIVIDUAL,Good Loan
12439,2011, 60 months,INDIVIDUAL,Good Loan
12440,2011, 36 months,INDIVIDUAL,Good Loan
12441,2011, 36 months,INDIVIDUAL,Good Loan
12442,2011, 60 months,INDIVIDUAL,Bad Loan
12443,2011, 36 months,INDIVIDUAL,Good Loan
12444,2011, 60 months,INDIVIDUAL,Good Loan
12445,2011, 36 months,INDIVIDUAL,Good Loan
12446,2011, 36 months,INDIVIDUAL,Good Loan
12447,2011, 36 months,INDIVIDUAL,Good Loan
12448,2011, 60 months,INDIVIDUAL,Good Loan
12449,2011, 60 months,INDIVIDUAL,Good Loan
12450,2011, 36 months,INDIVIDUAL,Good Loan
12451,2011, 36 months,INDIVIDUAL,Good Loan
12452,2011, 36 months,INDIVIDUAL,Good Loan
12453,2011, 60 months,INDIVIDUAL,Good Loan
12454,2011, 36 months,INDIVIDUAL,Good Loan
12455,2011, 36 months,INDIVIDUAL,Good Loan
12456,2011, 36 months,INDIVIDUAL,Good Loan
12457,2011, 36 months,INDIVIDUAL,Good Loan
12458,2011, 36 months,INDIVIDUAL,Good Loan
12459,2011, 36 months,INDIVIDUAL,Good Loan
12460,2011, 60 months,INDIVIDUAL,Bad Loan
12461,2011, 36 months,INDIVIDUAL,Bad Loan
12462,2011, 36 months,INDIVIDUAL,Good Loan
12463,2011, 36 months,INDIVIDUAL,Good Loan
12464,2011, 60 months,INDIVIDUAL,Good Loan
12465,2011, 60 months,INDIVIDUAL,Good Loan
12466,2011, 60 months,INDIVIDUAL,Good Loan
12467,2011, 36 months,INDIVIDUAL,Good Loan
12468,2011, 36 months,INDIVIDUAL,Good Loan
12469,2011, 36 months,INDIVIDUAL,Bad Loan
12470,2011, 36 months,INDIVIDUAL,Good Loan
12471,2011, 36 months,INDIVIDUAL,Good Loan
12472,2011, 36 months,INDIVIDUAL,Bad Loan
12473,2011, 36 months,INDIVIDUAL,Good Loan
12474,2011, 36 months,INDIVIDUAL,Good Loan
12475,2011, 60 months,INDIVIDUAL,Bad Loan
12476,2011, 60 months,INDIVIDUAL,Good Loan
12477,2011, 36 months,INDIVIDUAL,Good Loan
12478,2011, 36 months,INDIVIDUAL,Good Loan
12479,2011, 60 months,INDIVIDUAL,Good Loan
12480,2011, 36 months,INDIVIDUAL,Good Loan
